,open,high,low,close,volume
2023-01-24,98.1000,99.6100,97.2000,97.7000,33078512
2023-01-25,95.5700,96.1620,93.7600,95.2200,42329952
2023-01-26,96.5000,97.5700,95.3800,97.5200,30113974
2023-01-27,97.3100,100.3200,97.3100,99.3700,33879753
2023-01-30,97.4800,98.2900,96.3950,96.9400,27226198
2023-01-31,96.8700,98.8800,96.8200,98.8400,29870669
2023-02-01,98.7100,101.1900,97.5800,100.4300,35531104
2023-02-02,105.8000,107.8500,105.6100,107.7400,69883762
2023-02-03,102.9300,107.8100,102.5800,104.7800,65309261
2023-02-06,102.4000,104.3600,101.8800,102.9000,31999562
2023-02-07,103.2200,108.1800,103.1200,107.6400,49010230
2023-02-08,102.0500,103.1400,98.0350,99.3700,94743515
2023-02-09,100.0000,100.0300,93.6300,95.0100,119455020
2023-02-10,95.4500,96.7500,94.2500,94.5700,54980696
2023-02-13,94.7400,95.2000,93.8400,94.6100,50076120
2023-02-14,94.4300,94.8450,92.2600,94.6800,54726120
2023-02-15,94.4900,97.1200,94.1500,96.9400,50298481
2023-02-16,95.3700,97.6800,94.7400,95.5100,42462618
2023-02-17,94.8500,95.5599,93.2100,94.3500,34284118
2023-02-21,93.0000,93.1000,91.7200,91.7900,33629256
2023-02-22,91.7000,92.1100,90.6100,91.6500,30884017
2023-02-23,91.9200,91.9400,89.7600,90.8900,41206380
2023-02-24,89.4400,89.8900,88.5750,89.1300,36585093
2023-02-27,89.8700,90.1600,89.3350,89.8700,27502302
2023-02-28,89.3300,91.2300,89.3200,90.0600,30142039
2023-03-01,89.9800,91.0300,89.6700,90.3600,31111225
2023-03-02,89.6600,92.2750,89.5900,92.0000,32226229
2023-03-03,92.4800,93.7300,92.4500,93.6500,35160105
2023-03-06,94.0150,95.9700,94.0000,95.1300,32639313
2023-03-07,94.9800,95.6700,93.5300,93.8600,27835476
2023-03-08,94.1200,95.9550,94.0000,94.2500,34103265
2023-03-09,94.0500,95.5300,91.9000,92.3200,28813532
2023-03-10,92.1700,92.7900,90.3950,90.6300,35941046
2023-03-13,90.0900,92.5700,89.4200,91.1100,37335573
2023-03-14,92.5600,94.3600,92.4400,93.9700,36050214
2023-03-15,93.2200,96.9300,92.6400,96.1100,50622050
2023-03-16,96.2000,101.1900,95.5000,100.3200,65567656
2023-03-17,100.2600,102.8350,100.1000,101.6200,61028547
2023-03-20,100.1200,101.7500,99.8700,101.2200,32960440
2023-03-21,101.2500,105.1000,101.2200,104.9200,42110279
2023-03-22,104.2700,106.5900,103.3300,103.3700,43427419
2023-03-23,105.0600,106.3000,104.4600,105.6000,40797769
2023-03-24,104.9900,105.4900,103.8400,105.4400,30411043
2023-03-27,104.6150,104.7600,101.9273,102.4600,31120864
2023-03-28,102.4400,102.4500,99.7400,101.0300,32057865
2023-03-29,102.2800,102.4900,100.6500,101.3900,28779572
2023-03-30,100.9100,101.1550,99.7800,100.8900,33086183
2023-03-31,101.3000,103.8900,101.0400,103.7300,36863369
2023-04-03,102.3900,104.5300,101.9300,104.3600,25035399
2023-04-04,104.3300,105.5800,104.0400,104.7200,24420079
2023-04-05,105.7800,106.1000,103.6600,104.4700,28290503
2023-04-06,105.2600,109.1700,104.3300,108.4200,48711480
2023-04-10,106.9800,107.5900,105.1200,106.4400,27067355
2023-04-11,106.5500,106.7300,104.6800,105.3500,26311803
2023-04-12,106.5800,106.7500,104.3400,104.6400,24370274
2023-04-13,105.8400,107.4900,105.8400,107.4300,24843579
2023-04-14,106.8900,108.9400,106.8400,108.8700,26578002
2023-04-17,104.6580,106.1600,104.5200,105.9700,37402371
2023-04-18,106.4900,106.5400,104.0700,104.5000,26596445
2023-04-19,103.5800,104.9800,103.0700,104.1800,20905684
2023-04-20,103.9100,106.2500,103.8684,105.2900,27820794
2023-04-21,105.4700,106.0000,104.7800,105.4100,25800082
2023-04-24,105.4900,106.6300,104.7000,105.9700,23542829
2023-04-25,105.8250,106.6900,103.8400,103.8500,46664104
2023-04-26,104.9200,106.3500,102.6300,103.7100,53139175
2023-04-27,104.4500,108.3700,103.5400,107.5900,50089187
2023-04-28,107.0400,107.3500,105.0900,107.3400,36139847
2023-05-01,106.8400,107.9900,106.8200,107.2000,26681680
2023-05-02,107.1400,107.2000,103.7100,105.3200,30997245
2023-05-03,105.5300,107.4900,104.9600,105.4100,21795405
2023-05-04,105.4850,105.6000,103.9700,104.6900,23419506
2023-05-05,104.8200,105.8800,104.1100,105.5700,26639254
2023-05-08,105.1800,107.9600,105.1600,107.7700,26511445
2023-05-09,108.3900,110.1500,107.1900,107.3500,36360141
2023-05-10,107.9700,112.9400,107.9300,111.7500,63153367
2023-05-11,115.3950,117.9200,114.4100,116.5700,78900029
2023-05-12,116.6800,118.0300,116.1100,117.5100,41102330
2023-05-15,116.1100,118.4800,116.0100,116.5100,36266765
2023-05-16,116.4900,120.7500,116.4300,119.5100,45035558
2023-05-17,119.6100,121.6700,118.8900,120.8400,33323588
2023-05-18,120.9500,123.3100,120.8300,122.8300,35234233
2023-05-19,123.5500,125.9700,122.1500,122.7600,41353445
2023-05-22,122.9400,126.4300,122.7400,125.0500,35253034
2023-05-23,124.1600,124.6250,122.2104,122.5600,34046251
2023-05-24,121.1200,121.9100,119.8600,120.9000,34182635
2023-05-25,124.5200,125.3200,121.9600,123.4800,42316986
2023-05-26,123.1700,125.2600,122.4500,124.6100,35635937
2023-05-30,125.6400,125.6600,122.0000,123.6700,35076658
2023-05-31,122.7500,124.0601,122.5000,122.8700,37244191
2023-06-01,122.8150,124.4200,122.6200,123.7200,30772683
2023-06-02,123.9900,126.1500,123.7600,124.6700,26980147
2023-06-05,124.0100,127.4300,123.8400,126.0100,32305531
2023-06-06,126.0100,128.2900,125.3600,127.3100,26638295
2023-06-07,126.9700,129.0400,122.1200,122.5000,52538986
2023-06-08,122.2250,123.2250,121.2400,122.1400,29389167
2023-06-09,122.2500,123.7550,121.9100,122.2300,23778319
2023-06-12,122.7850,124.0500,121.6600,123.6400,28338743
2023-06-13,124.9800,125.1600,123.1800,123.8300,22278313
2023-06-14,123.1000,124.0500,121.4500,123.6700,30592297
2023-06-15,123.1400,125.4600,122.4000,125.0900,35246268
2023-06-16,125.9300,126.1080,123.2800,123.5300,45535553
2023-06-20,122.9300,124.5700,122.1400,123.1000,26097492
2023-06-21,122.4000,122.6600,120.1000,120.5500,30306336
2023-06-22,120.0000,123.2400,118.8300,123.1500,26952246
2023-06-23,121.3800,122.7879,121.0600,122.3400,34913637
2023-06-26,120.7600,122.0000,118.2650,118.3400,33969897
2023-06-27,117.0800,119.0800,116.1000,118.3300,39535936
2023-06-28,117.0900,120.3900,116.8500,120.1800,27091449
2023-06-29,119.2400,120.0600,118.2950,119.1000,24090902
2023-06-30,120.1700,121.0800,119.6900,119.7000,29532241
2023-07-03,119.2400,120.1900,118.8182,119.9000,14467850
2023-07-05,119.2400,122.6100,119.2300,121.7500,27584809
2023-07-06,119.7950,120.3000,118.4000,120.1100,24778801
2023-07-07,120.1000,121.0500,119.4000,119.4800,21709549
2023-07-10,118.3000,118.3050,116.1350,116.4500,35315235
2023-07-11,116.2900,117.7100,115.3500,117.1400,23078782
2023-07-12,118.8000,120.3300,118.4145,118.9300,30404409
2023-07-13,120.9300,124.8300,120.4500,124.5400,44297915
2023-07-14,124.8000,126.7750,123.4900,125.4200,33283076
2023-07-17,125.9400,127.0999,124.1950,124.6500,25716215
2023-07-18,124.6000,124.6800,122.9600,123.7600,26226447
2023-07-19,124.6000,125.1800,121.8000,122.0300,37224033
2023-07-20,121.4200,124.0900,118.2200,119.2000,37906763
2023-07-21,120.6200,120.9900,118.7300,120.0200,71606474
2023-07-24,121.6600,123.0000,120.9800,121.5300,29723667
2023-07-25,121.3600,123.1450,121.0200,122.2100,52509551
2023-07-26,130.0700,130.9800,128.3200,129.2700,61682093
2023-07-27,131.6700,133.2400,128.7900,129.4000,44952074
2023-07-28,130.7800,133.7400,130.5700,132.5800,36591158
2023-07-31,132.7300,133.5250,131.7750,132.7200,28055531
2023-08-01,130.7750,132.6300,130.6800,131.5500,23276440
2023-08-02,129.4500,130.0900,127.5600,128.3800,26273258
2023-08-03,127.9700,129.3850,127.4200,128.4500,20159528
2023-08-04,129.2800,131.5100,127.9100,128.1100,26147158
2023-08-07,129.1600,131.6100,129.0200,131.5300,22746290
2023-08-08,130.6200,131.5100,129.5450,131.4000,23535181
2023-08-09,131.6600,132.0400,129.0000,129.6600,24912918
2023-08-10,131.3200,132.0500,129.4500,129.6900,20857754
2023-08-11,128.6600,129.9300,128.1700,129.5600,19591080
2023-08-14,129.3900,131.3700,128.9600,131.3300,24695608
2023-08-15,131.1000,131.4200,129.2800,129.7800,19770732
2023-08-16,128.7000,130.2809,127.8650,128.7000,25216068
2023-08-17,129.8000,131.9900,129.2900,129.9200,33446280
2023-08-18,128.5100,129.2500,126.3824,127.4600,30504769
2023-08-21,127.1750,128.7250,126.5600,128.3700,25248729
2023-08-22,128.5100,130.2780,128.3200,129.0800,22067520
2023-08-23,130.1800,133.4100,129.8700,132.3700,27819713
2023-08-24,133.9500,134.2500,129.5700,129.7800,28500694
2023-08-25,129.5400,130.7600,127.2500,129.8800,26762891
2023-08-28,131.3100,132.5400,130.1400,131.0100,20543266
2023-08-29,132.2400,136.5700,132.2400,134.5700,43075556
2023-08-30,134.7800,136.2750,134.0700,135.8800,28315769
2023-08-31,136.0100,138.0000,135.7900,136.1700,30053800
2023-09-01,137.4550,137.4550,134.8500,135.6600,21543687
2023-09-05,135.4400,136.4200,134.5801,135.7700,19403112
2023-09-06,136.0200,136.5299,133.6650,134.4600,18684534
2023-09-07,133.5900,135.5800,132.9500,135.2600,18844342
2023-09-08,134.9100,136.6600,134.8500,136.3800,23584188
2023-09-11,136.5400,137.4800,135.7850,136.9200,20763350
2023-09-12,136.2600,136.8701,135.1900,135.3400,18405505
2023-09-13,135.0900,136.9000,134.1500,136.7100,20749496
2023-09-14,137.6000,138.6950,136.2400,138.1000,24750968
2023-09-15,137.9800,138.5200,136.4800,137.4000,38919614
2023-09-18,136.6100,139.1600,136.6100,138.2100,21861346
2023-09-19,137.4200,138.4100,136.6200,138.0400,20353653
2023-09-20,138.0800,138.0800,133.6200,133.7400,29927475
2023-09-21,131.4400,132.2300,130.0700,130.4400,31503910
2023-09-22,130.7600,132.0250,129.6000,130.2500,26397337
2023-09-25,129.8300,131.1700,128.9600,131.1100,20094643
2023-09-26,129.7700,130.3645,127.2200,128.5650,25718704
2023-09-27,128.5700,130.8950,128.5700,130.5400,22746452
2023-09-28,129.8400,133.3000,129.7900,132.3100,22513132
2023-09-29,133.2800,134.0500,130.3600,130.8600,30859790
2023-10-02,131.2100,134.4200,131.1700,134.1700,22288038
2023-10-03,133.9400,134.2600,131.8400,132.4300,22989401
2023-10-04,132.7900,135.5700,132.5300,135.2400,26752295
2023-10-05,135.0700,135.4900,133.4500,135.0700,19832615
2023-10-06,134.0100,138.1550,134.0100,137.5800,27597598
2023-10-09,136.9400,138.9400,135.6100,138.4200,19278070
2023-10-10,138.5000,139.7200,137.3300,138.0600,27786613
2023-10-11,138.5800,141.1100,138.5800,140.5500,25884303
2023-10-12,141.0500,141.2200,138.2600,138.9700,24765537
2023-10-13,139.3800,140.0000,136.6150,137.3600,23435599
2023-10-16,138.1700,139.6300,137.9900,139.0950,28501871
2023-10-17,138.6300,139.9000,137.1800,139.7200,23515780
2023-10-18,139.4450,140.7200,137.3800,137.9600,23374998
2023-10-19,138.5000,139.6600,137.3800,137.7500,26066011
2023-10-20,137.3300,137.8700,135.0800,135.6000,26335673
2023-10-23,135.0400,137.6599,133.9500,136.5000,26317930
2023-10-24,137.8300,139.3599,137.4200,138.8100,44814321
2023-10-25,128.1600,128.3100,125.0700,125.6100,84366208
2023-10-26,123.2700,124.3297,121.2700,122.2800,57061140
2023-10-27,122.8800,123.3100,120.2057,122.1700,44566506
2023-10-30,123.2100,125.4000,122.7500,124.4600,28940081
2023-10-31,125.0600,125.3700,122.6850,124.0800,26292342
2023-11-01,124.0700,126.4900,123.7150,126.4500,30082438
2023-11-02,128.4200,128.9800,126.9300,127.4900,27124647
2023-11-03,128.0200,129.5250,127.8600,129.1000,26393109
2023-11-06,129.0500,130.3400,128.6700,130.2500,19052740
2023-11-07,130.7100,131.9100,129.8800,130.9700,29757276
2023-11-08,130.9700,132.2100,130.7800,131.8400,26425849
2023-11-09,131.9600,132.5500,130.0650,130.2400,23747773
2023-11-10,130.1050,132.8000,129.4100,132.5900,26927826
2023-11-13,131.7800,132.5900,131.2500,132.0900,18324751
2023-11-14,134.1900,135.7000,133.3200,133.6200,32395178
2023-11-15,134.8700,135.0300,133.5700,134.6200,23861515
2023-11-16,135.1900,137.2199,134.3200,136.9300,28013179
2023-11-17,136.0000,136.0600,133.6500,135.3100,37287691
2023-11-20,133.6900,136.6600,133.6200,136.2500,27850762
2023-11-21,136.2900,137.1800,135.9600,136.9700,22635272
2023-11-22,137.4700,139.4200,137.4700,138.4900,17820456
2023-11-24,138.0300,138.1300,135.9900,136.6900,12514322
2023-11-27,136.0300,138.4200,136.0000,136.4100,23436526
2023-11-28,136.0800,137.2500,135.4222,137.2000,18730032
2023-11-29,137.5700,138.2880,134.8400,134.9900,23967222
2023-11-30,135.0500,135.5500,131.2800,132.5300,38988263
2023-12-01,131.8600,132.1100,130.6650,131.8600,31442263
2023-12-04,129.8800,130.0300,127.9000,129.2700,36669876
2023-12-05,128.9500,132.1400,128.2500,130.9900,27384784
2023-12-06,131.4400,131.8400,129.8750,130.0200,22897543
2023-12-07,135.0400,138.5600,134.7000,136.9300,56767100
2023-12-08,134.2000,136.4000,134.0250,134.9900,32260112
2023-12-11,132.3800,133.3350,131.3600,133.2900,31138011
2023-12-12,131.8100,133.0000,131.2600,132.5200,29032831
2023-12-13,133.3800,133.5000,131.5700,132.5700,30104775
2023-12-14,133.3800,133.7200,129.6850,131.9400,38722413
2023-12-15,131.6200,133.5100,131.1800,132.6000,50847113
2023-12-18,132.6300,137.1478,132.4300,135.8000,32257967
2023-12-19,136.8400,137.4700,136.0800,136.6500,25436155
2023-12-20,138.9700,141.6950,138.0650,138.3400,49107179
2023-12-21,139.4900,140.6850,139.1800,140.4200,27488284
2023-12-22,140.7700,141.9900,140.7100,141.4900,26532199
2023-12-26,141.5900,142.6800,141.1900,141.5200,16780333
2023-12-27,141.5900,142.0800,139.8860,140.3700,19567216
2023-12-28,140.7800,141.1400,139.7500,140.2300,16045712
2023-12-29,139.6300,140.3600,138.7800,139.6900,18733017
2024-01-02,138.5500,139.4500,136.4800,138.1700,23711220
2024-01-03,137.2500,139.6300,137.0800,138.9200,24212147
2024-01-04,138.4200,139.1600,136.3500,136.3900,27137735
2024-01-05,136.7450,137.1558,135.1500,135.7300,21661914
2024-01-08,136.2900,139.0100,136.2600,138.8400,21403982
2024-01-09,138.5000,141.4850,138.1500,140.9500,24759598
2024-01-10,141.0000,143.0000,140.9100,142.2800,21320203
2024-01-11,143.4900,145.2200,140.6350,142.0800,24008722
2024-01-12,142.6700,143.1950,141.8200,142.6500,18785514
2024-01-16,142.0000,144.3500,141.4500,142.4900,22670467
2024-01-17,141.3450,141.8400,138.9000,141.4700,20968649
2024-01-18,142.0500,144.2100,141.9900,143.4800,25746417
2024-01-19,144.7400,146.4500,144.3800,146.3800,34271867
2024-01-22,147.1000,148.3900,145.8400,145.9900,32200369
2024-01-23,145.8900,147.1820,145.5000,147.0400,21636129
2024-01-24,148.5400,149.8550,148.1000,148.7000,25155644
2024-01-25,150.0650,153.0500,149.5400,151.8700,29149069
2024-01-26,151.1000,152.5350,151.0100,152.1850,26115494
2024-01-29,152.0600,153.7800,151.4300,153.5100,27784259
2024-01-30,152.8000,153.6200,151.1850,151.4600,36331833
2024-01-31,143.6200,144.0000,139.8700,140.1000,71910044
2024-02-01,142.1200,143.0600,140.7900,141.1600,40466549
2024-02-02,139.2600,142.6200,136.5000,142.3800,62499574
2024-02-05,142.8200,145.4700,142.7800,143.6800,38505405
2024-02-06,144.6500,145.3600,143.1900,144.1000,29128201
2024-02-07,144.7600,145.6150,143.9250,145.5400,25208862
2024-02-08,145.8300,146.3300,145.1050,145.9100,22563764
2024-02-09,146.6800,149.4400,146.1800,149.0000,26829504
2024-02-12,148.4200,149.3350,147.3700,147.5300,21564085
2024-02-13,144.9200,146.6700,143.6900,145.1400,27837730
2024-02-14,146.0800,146.5200,144.0940,145.9400,22704166
2024-02-15,143.1400,143.5200,140.4600,142.7700,37590695
2024-02-16,142.9900,143.1900,140.1400,140.5200,31468926
2024-02-20,139.6550,142.0800,139.4900,141.1200,24935710
2024-02-21,141.4500,142.6900,140.6750,142.5500,23315687
2024-02-22,144.9300,145.0000,142.8000,144.0900,27191892
2024-02-23,143.6700,144.6800,143.4300,143.9600,19493752
2024-02-26,142.1400,142.4400,137.3900,137.5700,53641795
2024-02-27,138.0200,139.2500,137.0900,138.8800,33099190
2024-02-28,137.9000,138.0100,135.4100,136.3800,37328558
2024-02-29,137.2800,138.8600,136.4000,138.4600,42132953
2024-03-01,138.4300,138.8700,136.9200,137.1400,31151116
2024-03-04,135.6600,135.6600,131.9100,133.3500,55999415
2024-03-05,131.8800,133.2400,130.6650,132.6700,40194757
2024-03-06,133.1200,133.5800,130.8500,131.4000,35318610
2024-03-07,132.7950,134.9400,131.6100,134.3800,37738209
2024-03-08,134.2100,138.0850,134.0000,135.4100,39370392
2024-03-11,136.1300,139.1000,136.1300,137.6700,31677211
2024-03-12,137.0300,139.3750,137.0300,138.5000,27353587
2024-03-13,139.0000,141.0900,138.9900,139.7900,23164162
2024-03-14,141.1900,143.5850,140.4550,143.1000,42570686
2024-03-15,142.5000,143.1800,140.0300,141.1800,49475417
2024-03-18,148.6100,152.1500,147.1700,147.6800,69273699
2024-03-19,148.1600,148.7913,146.0800,147.0300,24070435
2024-03-20,148.0000,148.8600,146.7350,148.7400,21311501
2024-03-21,149.4700,150.3700,146.9001,147.6000,24755597
2024-03-22,149.1200,151.5800,148.9800,150.7700,29211769
2024-03-25,149.9400,150.3750,147.8200,150.0700,19229285
2024-03-26,150.2200,152.2560,149.9800,150.6700,22149137
2024-03-27,151.1800,151.6350,148.9000,150.8700,22879178
2024-03-28,150.8500,151.4300,150.1700,150.9300,24485390
2024-04-01,150.6900,155.7400,150.6100,155.4900,31308247
2024-04-02,153.5000,154.7000,152.1500,154.5600,24491676
2024-04-03,153.6000,155.0800,152.7300,154.9200,23884801
2024-04-04,153.5000,154.7700,150.4500,150.5300,34468227
2024-04-05,150.0300,153.4200,149.6000,152.5000,23328522
2024-04-08,152.7800,155.2700,152.6100,154.8500,20577435
2024-04-09,156.0850,158.5600,155.1900,156.6000,30739691
2024-04-10,156.2100,156.6100,154.6800,156.1400,22838629
2024-04-11,156.9100,159.6800,156.4600,159.4100,27166431
2024-04-12,157.9600,160.2225,157.1400,157.7300,25353746
2024-04-15,158.8600,159.2400,154.5900,154.8600,27136472
2024-04-16,154.1900,155.6500,153.4300,154.4000,20779495
2024-04-17,155.6200,157.0800,154.5800,155.4700,21763130
2024-04-18,155.3400,156.9400,154.6200,156.0100,19883044
2024-04-19,156.2000,156.3600,152.3000,154.0900,32615639
2024-04-22,154.3100,157.6400,154.0600,156.2800,26446206
2024-04-23,156.9600,158.9700,156.2800,158.2600,21151568
2024-04-24,157.4900,159.5650,157.1650,159.1300,22779112
2024-04-25,151.3300,156.4900,150.8700,156.0000,57109730
2024-04-26,174.3700,174.7100,169.6500,171.9500,64665299
2024-04-29,169.0580,169.5500,165.2100,166.1500,45610024
2024-04-30,165.6120,168.1000,162.6000,162.7800,33562861
2024-05-01,164.3000,167.1200,163.0900,163.8600,33493151
2024-05-02,164.7850,166.7300,163.8900,166.6200,24294549
2024-05-03,167.5600,167.9600,163.0500,167.2400,34662432
2024-05-06,167.4600,168.1400,166.0300,168.1000,21871283
2024-05-07,168.5000,171.7600,168.3900,171.2500,28039696
2024-05-08,169.0000,170.1500,168.7350,169.3800,19569146
2024-05-09,169.3900,170.6900,168.1800,169.9600,15346700
2024-05-10,168.0250,169.8500,166.1900,168.6500,29799931
2024-05-13,164.2600,169.2800,164.0000,169.1400,31327602
2024-05-14,169.7700,171.2500,168.8000,170.3400,25127138
2024-05-15,170.6300,172.6500,170.5100,172.5100,26948370
2024-05-16,173.2900,175.1150,172.6900,174.1800,27867947
2024-05-17,174.1800,176.2650,173.6900,176.0600,24479262
2024-05-20,176.1920,178.7700,176.0800,176.9200,22554400
2024-05-21,176.9000,178.1500,175.8100,177.8500,16989369
2024-05-22,176.6440,177.1500,175.2100,176.3800,17880042
2024-05-23,177.0700,178.2500,172.9500,173.5500,21024935
2024-05-24,174.9800,175.7700,173.6500,174.9900,16579438
2024-05-28,174.4500,177.2700,174.3650,176.4000,20572157
2024-05-29,175.4300,176.8360,174.7200,175.9000,23388693
2024-05-30,175.2000,175.2200,171.7900,172.1100,22958677
2024-05-31,171.8600,173.0600,169.4400,172.5000,37638876
2024-06-03,172.5400,174.5250,171.1600,173.1700,27459118
2024-06-04,173.2800,173.8450,171.8900,173.7900,26879596
2024-06-05,175.2000,176.6450,173.9339,175.4100,22068519
2024-06-06,175.8950,177.1500,175.7500,176.7300,23251013
2024-06-07,177.0500,177.8700,174.3000,174.4600,19661399
2024-06-10,174.9700,177.0600,172.7600,175.0100,23779218
2024-06-11,176.2200,176.8400,173.7701,176.6200,21540582
2024-06-12,178.2500,180.4100,176.1100,177.7900,27864737
2024-06-13,176.1100,176.7400,174.8800,175.1600,20913299
2024-06-14,174.2200,177.0623,174.1500,176.7900,18063555
2024-06-17,175.4600,178.3600,174.8100,177.2400,19618497
2024-06-18,177.1400,177.3850,174.1042,175.0900,21869857
2024-06-20,175.3700,177.2900,174.9900,176.3000,20160085
2024-06-21,177.0000,180.8500,176.6100,179.6300,58582743
2024-06-24,180.1600,180.8900,178.6700,179.2200,18298012
2024-06-25,179.6200,184.2900,179.4200,184.0300,23235589
2024-06-26,182.6300,184.5100,182.4800,183.8800,19838972
2024-06-27,184.1800,186.0500,184.0200,185.4100,18848884
2024-06-28,184.3200,185.1300,181.9600,182.1500,29156644
2024-07-01,183.0300,183.8800,181.3000,182.9900,16006128
2024-07-02,182.0500,185.5700,181.5600,185.2400,17372485
2024-07-03,184.8500,186.0900,184.0000,185.8200,10242126
2024-07-05,185.8550,190.8600,185.8000,190.6000,20967450
2024-07-08,189.8950,190.1700,187.7800,189.0300,21035886
2024-07-09,190.3100,191.3600,188.7200,188.9800,15141312
2024-07-10,189.1500,191.7500,189.0300,191.1800,15952454
2024-07-11,189.8450,190.8600,185.0800,185.5700,25625784
2024-07-12,185.0800,187.1100,184.4900,185.0700,22898406
2024-07-15,184.9200,188.2400,184.9200,186.5300,16474043
2024-07-16,187.3600,188.6800,183.3736,183.9200,18290722
2024-07-17,182.9650,183.5500,179.9000,181.0200,20734071
2024-07-18,181.9300,182.5000,176.4700,177.6900,25315727
2024-07-19,178.8800,180.2900,177.1300,177.6600,18881885
2024-07-22,180.5900,182.7000,180.2300,181.6700,24100345
2024-07-23,182.0500,183.6100,181.5400,181.7900,36352714
2024-07-24,173.6000,176.1900,171.8200,172.6300,49585203
2024-07-25,172.5200,173.4200,167.1900,167.2800,44851973
2024-07-26,167.1500,168.0900,164.0600,167.0000,41336886
2024-07-29,168.8300,170.4300,167.9900,169.5300,20293822
2024-07-30,170.2400,171.2299,168.4400,170.2900,18959686
2024-07-31,173.2400,174.2450,170.0100,171.5400,25729090
2024-08-01,170.2500,174.0500,168.8800,170.7600,24531392
2024-08-02,166.4400,168.5100,164.6700,166.6600,29130102
2024-08-05,155.5000,164.4300,154.9300,159.2500,53630673
2024-08-06,159.3300,160.5700,156.4100,158.2900,49004561
2024-08-07,161.2500,162.9800,158.4700,158.9400,25138573
2024-08-08,160.5100,163.6900,160.2100,162.0300,25578839
2024-08-09,160.0100,163.7900,159.0600,163.6700,28602285
2024-08-12,164.3500,164.9000,161.8400,162.2900,15895286
2024-08-13,163.4100,164.7300,162.9700,164.1600,18551690
2024-08-14,162.4000,163.2200,157.7100,160.3700,40591126
2024-08-15,160.5000,161.6350,159.6100,161.3000,31524252
2024-08-16,161.4700,165.0600,161.1300,162.9600,24208647
2024-08-19,165.2800,166.6900,164.2600,166.6700,22416185
2024-08-20,166.9000,168.6400,166.8200,167.1800,18341533
2024-08-21,165.1500,166.8500,164.6700,165.8500,22901997
2024-08-22,167.2600,167.5900,163.3100,163.8000,22493275
2024-08-23,164.7200,166.1800,163.8300,165.6200,13955741
2024-08-26,166.3800,167.5500,164.4550,166.1600,14190417
2024-08-27,165.8350,166.4426,164.4600,164.6800,11821941
2024-08-28,165.0350,165.6000,161.5284,162.8500,16407444
2024-08-29,164.3100,165.9700,160.2500,161.7800,19699767
2024-08-30,162.6150,163.6600,161.6925,163.3800,22123811
2024-09-03,161.7200,161.8500,156.4800,157.3600,38945301
2024-09-04,156.6550,159.0000,155.9616,156.4500,19197458
2024-09-05,156.3000,159.4500,155.9805,157.2400,18688747
2024-09-06,157.3000,157.8300,150.5500,150.9200,37912130
2024-09-09,152.5100,153.4000,147.2150,148.7100,39260451
2024-09-10,150.4500,151.2700,148.3400,148.6600,31118765
2024-09-11,149.9200,151.5000,147.5200,151.1600,29607693
2024-09-12,153.8000,154.8200,152.6500,154.6900,29695048
2024-09-13,155.4300,158.3800,155.2100,157.4600,29591152
2024-09-16,157.3100,158.2500,156.6000,158.0600,18379775
2024-09-17,159.0200,160.5500,158.3750,159.3200,20715612
2024-09-18,159.8600,160.5000,158.5950,159.8100,23677315
2024-09-19,163.7100,163.7900,161.3400,162.1400,26587733
2024-09-20,163.5000,163.7300,162.0600,163.5900,40896438
2024-09-23,164.3500,165.4900,161.6700,161.8500,24150852
2024-09-24,163.0300,163.2158,160.6900,162.2900,23332147
2024-09-25,161.4700,162.8100,161.3000,161.4900,18869199
2024-09-26,163.6400,164.0800,162.2800,162.7300,20319336
2024-09-27,162.8100,165.7000,162.6261,163.9500,21101307
2024-09-30,163.3200,166.1500,163.2600,165.8500,20481303
2024-10-01,167.6850,169.1600,164.5800,166.9900,28338123
2024-10-02,166.4200,167.5200,164.7300,165.8600,17760179
2024-10-03,164.4100,166.6400,163.9230,165.8600,15073101
2024-10-04,168.0600,168.2300,165.4800,167.0600,19093724
2024-10-07,167.7200,168.4800,162.7500,162.9800,22463140
2024-10-08,163.9400,164.7250,162.8700,164.3800,23072733
2024-10-09,163.4500,164.8400,159.7400,161.8600,31181774
2024-10-10,160.8700,163.0700,160.3950,162.0800,14144068
2024-10-11,162.1300,163.9000,161.2350,163.2400,15344251
2024-10-14,163.6400,166.2260,163.4000,164.9600,19016141
2024-10-15,165.7850,167.6800,164.6250,165.4600,20247195
2024-10-16,164.5300,165.8000,163.7400,165.1600,16406030
2024-10-17,165.7300,166.3700,162.7600,162.9300,21453395
2024-10-18,163.1900,164.7100,163.0800,163.4200,19757661
2024-10-21,162.9500,164.5000,162.6200,164.0700,20946455
2024-10-22,162.9800,165.7700,162.9800,165.1400,16568121
2024-10-23,164.7600,165.8200,161.9250,162.7800,18280518
2024-10-24,162.8300,163.3300,161.0100,162.7200,22412527
2024-10-25,163.6700,165.5900,163.4200,165.2700,19828884
2024-10-28,168.7500,168.7500,163.9500,166.7200,32138641
2024-10-29,167.7300,170.3800,167.0896,169.6800,42169025
2024-10-30,180.6800,182.0200,174.0599,174.4600,68890787
2024-10-31,173.1300,176.8200,171.0000,171.1100,44768981
2024-11-01,170.0700,172.3200,168.8800,171.2900,31796477
2024-11-04,169.9300,170.7300,168.0110,169.2400,21492744
2024-11-05,169.4300,170.5300,168.8400,169.7400,18242050
2024-11-06,173.8000,176.9400,173.5000,176.5100,33695538
